Date,Actual,ARIMA_Forecast,LSTM_Forecast
2024-11-08,299.1400146484375,255.3918755987176,
2024-11-11,346.29998779296875,255.3918755987176,
2024-11-12,342.739990234375,255.3918755987176,
2024-11-13,335.8500061035156,255.3918755987176,
2024-11-14,327.69000244140625,255.3918755987176,
2024-11-15,310.57000732421875,255.3918755987176,
2024-11-18,340.7300109863281,255.3918755987176,
2024-11-19,335.760009765625,255.3918755987176,
2024-11-20,345.0,255.3918755987176,
2024-11-21,343.8099975585937,255.3918755987176,
2024-11-22,341.0899963378906,255.3918755987176,
2024-11-25,360.1400146484375,255.3918755987176,
2024-11-26,341.0,255.3918755987176,
2024-11-27,341.79998779296875,255.3918755987176,
2024-11-29,336.0799865722656,255.3918755987176,
2024-12-02,352.3800048828125,255.3918755987176,
2024-12-03,351.79998779296875,255.3918755987176,
2024-12-04,353.0,255.3918755987176,
2024-12-05,359.8699951171875,255.3918755987176,
2024-12-06,377.4200134277344,255.3918755987176,
2024-12-09,397.6099853515625,255.3918755987176,
2024-12-10,392.6799926757813,255.3918755987176,
2024-12-11,409.7000122070313,255.3918755987176,
2024-12-12,424.8399963378906,255.3918755987176,
2024-12-13,420.0,255.3918755987176,
2024-12-16,441.0899963378906,255.3918755987176,
2024-12-17,475.8999938964844,255.3918755987176,
2024-12-18,466.5,255.3918755987176,
2024-12-19,451.8800048828125,255.3918755987176,
2024-12-20,425.510009765625,255.3918755987176,
2024-12-23,431.0,255.3918755987176,
2024-12-24,435.8999938964844,255.3918755987176,
2024-12-26,465.1600036621094,255.3918755987176,
2024-12-27,449.5199890136719,255.3918755987176,
2024-12-30,419.3999938964844,255.3918755987176,
2024-12-31,423.7900085449219,255.3918755987176,
2025-01-02,390.1000061035156,255.3918755987176,
2025-01-03,381.4800109863281,255.3918755987176,
2025-01-06,423.2000122070313,255.3918755987176,
2025-01-07,405.8299865722656,255.3918755987176,
2025-01-08,392.9500122070313,255.3918755987176,
2025-01-10,391.3999938964844,255.3918755987176,
2025-01-13,383.2099914550781,255.3918755987176,
2025-01-14,414.3399963378906,255.3918755987176,
2025-01-15,409.8999938964844,255.3918755987176,
2025-01-16,423.489990234375,255.3918755987176,
2025-01-17,421.5,255.3918755987176,
2025-01-21,432.6400146484375,255.3918755987176,
2025-01-22,416.80999755859375,255.3918755987176,
2025-01-23,416.05999755859375,255.3918755987176,
2025-01-24,414.4500122070313,255.3918755987176,
2025-01-27,394.7999877929688,255.3918755987176,
2025-01-28,396.9100036621094,255.3918755987176,
2025-01-29,395.2099914550781,255.3918755987176,
2025-01-30,410.7799987792969,255.3918755987176,
2025-01-31,401.5299987792969,255.3918755987176,
2025-02-03,386.6799926757813,255.3918755987176,
2025-02-04,382.6300048828125,255.3918755987176,
2025-02-05,387.510009765625,255.3918755987176,
2025-02-06,373.0299987792969,255.3918755987176,
2025-02-07,370.1900024414063,255.3918755987176,
2025-02-10,356.2099914550781,255.3918755987176,
2025-02-11,345.79998779296875,255.3918755987176,
2025-02-12,329.94000244140625,255.3918755987176,
2025-02-13,345.0,255.3918755987176,
2025-02-14,360.6199951171875,255.3918755987176,
2025-02-18,355.010009765625,255.3918755987176,
2025-02-19,354.0,255.3918755987176,
2025-02-20,361.510009765625,255.3918755987176,
2025-02-21,353.44000244140625,255.3918755987176,
2025-02-24,338.1400146484375,255.3918755987176,
2025-02-25,327.0199890136719,255.3918755987176,
2025-02-26,303.7099914550781,255.3918755987176,
2025-02-27,291.1600036621094,255.3918755987176,
2025-02-28,279.5,255.3918755987176,
2025-03-03,300.3399963378906,255.3918755987176,
2025-03-04,270.92999267578125,255.3918755987176,
2025-03-05,272.9200134277344,255.3918755987176,
2025-03-06,272.0599975585937,255.3918755987176,
2025-03-07,259.32000732421875,255.3918755987176,
2025-03-10,252.5399932861328,255.3918755987176,
2025-03-11,225.3099975585937,255.3918755987176,
2025-03-12,247.22000122070312,255.3918755987176,
2025-03-13,248.1300048828125,255.3918755987176,
2025-03-14,247.3099975585937,255.3918755987176,
2025-03-17,245.0599975585937,255.3918755987176,
2025-03-18,228.16000366210932,255.3918755987176,
2025-03-19,231.6100006103516,255.3918755987176,
2025-03-20,233.3500061035156,255.3918755987176,
2025-03-21,234.9900054931641,255.3918755987176,
2025-03-24,258.0799865722656,255.3918755987176,
2025-03-25,283.6000061035156,255.3918755987176,
2025-03-26,282.6600036621094,255.3918755987176,
2025-03-27,272.4800109863281,255.3918755987176,
2025-03-28,275.5799865722656,255.3918755987176,
2025-03-31,249.3099975585937,255.3918755987176,
2025-04-01,263.79998779296875,255.3918755987176,
2025-04-02,254.6000061035156,255.3918755987176,
2025-04-03,265.2900085449219,255.3918755987176,
2025-04-04,255.3800048828125,255.3918755987176,
2025-04-07,223.77999877929688,255.3918755987176,
2025-04-08,245.0,255.3918755987176,
2025-04-09,224.69000244140625,255.3918755987176,
2025-04-10,260.0,255.3918755987176,
2025-04-11,251.83999633789065,255.3918755987176,
2025-04-14,258.3599853515625,255.3918755987176,
2025-04-15,249.91000366210932,255.3918755987176,
2025-04-16,247.6100006103516,255.3918755987176,
2025-04-17,243.47000122070312,255.3918755987176,
2025-04-21,230.259994506836,255.3918755987176,
2025-04-22,230.9600067138672,255.3918755987176,
2025-04-23,254.8600006103516,255.3918755987176,
2025-04-24,250.5,255.3918755987176,
2025-04-25,261.69000244140625,255.3918755987176,
2025-04-28,288.9800109863281,255.3918755987176,
2025-04-29,285.5,255.3918755987176,
2025-04-30,279.8999938964844,255.3918755987176,
2025-05-01,280.010009765625,255.3918755987176,
2025-05-02,284.8999938964844,255.3918755987176,
2025-05-05,284.57000732421875,255.3918755987176,
2025-05-06,273.1099853515625,255.3918755987176,
2025-05-07,276.8800048828125,255.3918755987176,
2025-05-08,279.6300048828125,255.3918755987176,
2025-05-09,290.2099914550781,255.3918755987176,
2025-05-12,321.989990234375,255.3918755987176,
2025-05-13,320.0,255.3918755987176,
2025-05-14,342.5,255.3918755987176,
2025-05-15,340.3399963378906,255.3918755987176,
2025-05-16,346.239990234375,255.3918755987176,
2025-05-19,336.29998779296875,255.3918755987176,
2025-05-20,347.8699951171875,255.3918755987176,
2025-05-21,344.42999267578125,255.3918755987176,
2025-05-22,331.8999938964844,255.3918755987176,
2025-05-23,337.9200134277344,255.3918755987176,
2025-05-27,347.3500061035156,255.3918755987176,
2025-05-28,364.8399963378906,255.3918755987176,
2025-05-29,365.2900085449219,255.3918755987176,
2025-05-30,355.5199890136719,255.3918755987176,
2025-06-02,343.5,255.3918755987176,
2025-06-03,346.6000061035156,255.3918755987176,
2025-06-04,345.1000061035156,255.3918755987176,
2025-06-05,322.489990234375,255.3918755987176,
2025-06-06,298.8299865722656,255.3918755987176,
2025-06-09,285.9599914550781,255.3918755987176,
2025-06-10,314.94000244140625,255.3918755987176,
2025-06-11,334.3999938964844,255.3918755987176,
2025-06-12,323.0799865722656,255.3918755987176,
2025-06-13,313.9700012207031,255.3918755987176,
2025-06-16,331.2900085449219,255.3918755987176,
2025-06-17,326.0899963378906,255.3918755987176,
2025-06-18,317.3099975585937,255.3918755987176,
2025-06-20,327.95001220703125,255.3918755987176,
2025-06-23,327.5400085449219,255.3918755987176,
2025-06-24,356.1700134277344,255.3918755987176,
2025-06-25,342.70001220703125,255.3918755987176,
2025-06-26,324.6099853515625,255.3918755987176,
2025-06-27,324.510009765625,255.3918755987176,
2025-06-30,319.8999938964844,255.3918755987176,
2025-07-01,298.4599914550781,255.3918755987176,
2025-07-02,312.6300048828125,255.3918755987176,
2025-07-03,317.989990234375,255.3918755987176,
2025-07-07,291.3699951171875,255.3918755987176,
2025-07-08,297.0,255.3918755987176,
2025-07-09,297.54998779296875,255.3918755987176,
2025-07-10,300.04998779296875,255.3918755987176,
2025-07-11,307.8900146484375,255.3918755987176,
2025-07-14,317.7300109863281,255.3918755987176,
2025-07-15,319.67999267578125,255.3918755987176,
2025-07-16,312.79998779296875,255.3918755987176,
2025-07-17,323.1499938964844,255.3918755987176,
2025-07-18,321.6600036621094,255.3918755987176,
2025-07-21,334.3999938964844,255.3918755987176,
2025-07-22,329.739990234375,255.3918755987176,
2025-07-23,330.8999938964844,255.3918755987176,
2025-07-24,310.0,255.3918755987176,
2025-07-25,308.739990234375,255.3918755987176,
2025-07-28,318.45001220703125,255.3918755987176,
2025-07-29,325.54998779296875,255.3918755987176,
2025-07-30,322.17999267578125,255.3918755987176,
